No. ,Premises,Conclusion,Support,Confidence,Laplace,Gain,p-s,Lift,Conviction
2430,Spark,"Python, Hadoop",0.022008556,0.520333681,0.980534868,-0.062585454,0.020859394,19.15182719,2.028141402
2431,"Python, Agile","Java, AWS",0.027080669,0.520338983,0.976271329,-0.077007895,0.022850191,6.401327055,1.915339909
2432,Go,SQL,0.032990782,0.52052888,0.971422646,-0.093767918,0.019382937,2.424394266,1.637836466
2433,"Java, NoSQL",Docker,0.017950867,0.521126761,0.984053893,-0.050941649,0.014527966,5.244344005,1.880728827
2434,"Python, TypeScript","Go, HTML/CSS",0.011423279,0.521126761,0.989728097,-0.032417413,0.011143872,40.88410741,2.061617731
2435,"SQL, Kubernetes","Java, Go",0.024390244,0.521206409,0.978596107,-0.069201253,0.022547144,13.23327314,2.006321647
2436,"Kubernetes, Software Engineering","Python, SQL",0.011379173,0.521212121,0.989770373,-0.032285097,0.008449028,3.883484201,1.808290349
2437,"Python, Java, Software Engineering",Kubernetes,0.011335068,0.521298174,0.989812656,-0.032152781,0.009009438,4.873976705,1.865555013
2438,"SQL, JavaScript",TypeScript,0.018832973,0.521367521,0.983313468,-0.053411547,0.017446903,13.58731703,2.009116413
2439,"Scala, Spark",Kafka,0.011114542,0.52173913,0.990024184,-0.031491201,0.010338457,14.32129698,2.014735188
2440,"SQL, AWS, JavaScript",HTML/CSS,0.011026331,0.521920668,0.990108846,-0.031226569,0.010658274,29.95824635,2.055262237
2441,"Java, Docker",Go,0.027698143,0.522028263,0.975917239,-0.078419265,0.024335317,8.236567014,1.959573291
2442,"SQL, Kubernetes","Python, Go",0.024434349,0.522148916,0.97863824,-0.069157147,0.02184823,9.448270052,1.977051139
2443,"Java, Spark","Python, SQL",0.011952543,0.522157996,0.989306657,-0.033828783,0.00888033,3.890531793,1.81186981
2444,"Java, Cloud Computing","SQL, AWS",0.013452124,0.522260274,0.988003612,-0.038062894,0.01163559,7.405382859,1.945568972
2445,"AWS, NoSQL","Python, Agile",0.01640718,0.52247191,0.985460765,-0.0463988,0.014772834,10.03898781,1.985130798
2446,"Python, AWS, Azure",Java,0.017906761,0.522522523,0.984179104,-0.050632911,0.011983263,3.023004122,1.73233561
2447,"Docker, DevOps","AWS, Kubernetes",0.011246857,0.522540984,0.989939985,-0.031799938,0.009902654,8.366929182,1.963617462
2448,"Python, Communication",SQL,0.023816875,0.522749274,0.979203577,-0.067304724,0.014034756,2.434735885,1.645456449
2449,"Spark, Hadoop",Hive,0.012658228,0.52276867,0.988717595,-0.035769417,0.012204345,27.88878603,2.0561417
2450,"Java, GCP","Python, Azure",0.011643805,0.522772277,0.989602209,-0.032902571,0.010758693,13.15517851,2.012165383
2451,"SQL, GCP",Go,0.01084991,0.523404255,0.990321047,-0.030609095,0.009536087,8.25827744,1.965230828
2452,"Java, Kubernetes",Go,0.028227407,0.523731588,0.97564344,-0.079566004,0.024811469,8.263442091,1.966581502
2453,"SQL, Docker","Python, Go",0.024302033,0.523764259,0.978883035,-0.068495567,0.021737851,9.477499628,1.983757092
2454,"Kubernetes, JavaScript","Python, AWS",0.013055176,0.523893805,0.988424133,-0.03678384,0.010491015,5.09140345,1.884248284
2455,"Python, Java, JavaScript",Kubernetes,0.014951705,0.523956723,0.986792453,-0.042120584,0.01189961,4.898833315,1.875973539
2456,"AWS, Docker","SQL, Kubernetes",0.031623517,0.524122807,0.97292126,-0.089048648,0.028800045,11.20022281,2.003046723
2457,"SQL, AWS, Scala",Agile,0.010982226,0.524210526,0.990236738,-0.030917832,0.008946636,5.395109062,1.897553482
2458,"AWS, React",Java,0.011290963,0.524590164,0.989983161,-0.031755833,0.00757067,3.034966264,1.739869844
2459,"AWS, Terraform",Docker,0.011290963,0.524590164,0.989983161,-0.031755833,0.009152198,5.279197864,1.894430106
2460,"Java, Kubernetes, JavaScript",HTML/CSS,0.01027654,0.524774775,0.990872518,-0.028888987,0.009935377,30.12207207,2.067605727
2461,Terraform,Kubernetes,0.02311119,0.5250501,0.979975497,-0.064923036,0.018403321,4.90905605,1.880292197
2462,Data Mining,"SQL, Data Visualization",0.010144224,0.525114155,0.990999957,-0.028492039,0.009471119,15.07077626,2.032397481
2463,TypeScript,SQL,0.020156133,0.525287356,0.982457631,-0.05658713,0.011917563,2.446557155,1.65425399
2464,"SQL, GCP","Python, Docker",0.010894015,0.525531915,0.990364257,-0.030564989,0.009544536,8.072754137,1.970418184
2465,"SQL, Docker","Java, Go",0.024390244,0.525665399,0.978967334,-0.068407357,0.022562778,13.34648555,2.025182107
2466,"Kubernetes, NoSQL","Java, Go",0.011687911,0.525793651,0.989688053,-0.032770255,0.010812395,13.34974182,2.025729828
2467,"Python, SQL, NoSQL",Agile,0.016098443,0.525936599,0.985920315,-0.045119746,0.01312434,5.41287359,1.904462507
2468,Scala,"Python, SQL, Java",0.024875402,0.526119403,0.978606022,-0.069686411,0.021949671,8.50228455,1.979655291
2469,"Python, Jenkins",Kubernetes,0.014201914,0.526143791,0.98754563,-0.039783002,0.011314925,4.91928172,1.884632032
2470,GCP,Java,0.022273188,0.526590198,0.980788761,-0.062320822,0.014962203,3.04653727,1.747220345
2471,"Docker, Software Engineering","SQL, AWS",0.010894015,0.526652452,0.990407052,-0.030476779,0.009435189,7.467661692,1.96362185
2472,"SQL, AWS, Agile",Go,0.015216337,0.526717557,0.986711248,-0.042561637,0.013385371,8.31055475,1.978988793
2473,"Java, AWS, Agile",Docker,0.017818551,0.52672751,0.984513652,-0.049839016,0.014457008,5.300706981,1.902985542
2474,"Docker, NoSQL","Python, Go",0.011246857,0.526859504,0.990110982,-0.031447096,0.010067139,9.533508011,1.996734665
2475,"Python, SQL, Agile",Docker,0.016804128,0.526970954,0.985382117,-0.04697217,0.013635425,5.303156879,1.903964914
2476,"Agile, NoSQL","Java, Docker",0.011908437,0.52734375,0.989562217,-0.033255414,0.01071027,9.938873519,2.003446047
2477,"Python, Ansible",Kubernetes,0.013893177,0.527638191,0.987881392,-0.038768579,0.011076947,4.933253898,1.890594399
2478,"SQL, GCP","Python, Azure",0.01093812,0.527659574,0.990407467,-0.030520884,0.010114353,13.27816374,2.032985219
2479,"Kubernetes, NoSQL","Java, Agile",0.011732016,0.527777778,0.989731199,-0.03272615,0.010614336,10.49675926,2.011171619
2480,Node.js,Python,0.016274864,0.527896996,0.985880541,-0.045384378,0.007040799,1.762481017,1.483745584
2481,Data Science,"Python, SQL",0.017421603,0.528074866,0.984928056,-0.048559961,0.012993827,3.934617629,1.834586545
2482,"JavaScript, TypeScript","Python, Go",0.015701495,0.528189911,0.986379406,-0.043752481,0.014058664,9.557581685,2.002365044
2483,"Python, Go","SQL, Java",0.029197724,0.528332003,0.975298838,-0.081330217,0.024727468,6.531554803,1.948639388
2484,"Python, Java, Cloud Computing",Kubernetes,0.01027654,0.528344671,0.991001125,-0.028624355,0.00819621,4.93985927,1.893426271
2485,"SQL, Java, Agile",Kubernetes,0.016010232,0.528384279,0.986130137,-0.044590482,0.012769445,4.940229595,1.893585289
2486,"Java, AWS, Software Engineering",Cloud Computing,0.010629383,0.528508772,0.990704311,-0.029594672,0.00955162,9.86245217,2.007273891
2487,"Kubernetes, Microservices",Python,0.01018833,0.528604119,0.99108611,-0.028359723,0.004415388,1.764841877,1.485971296
2488,DevOps,Python,0.039827107,0.528688525,0.966982486,-0.110836678,0.017263755,1.765123681,1.486237413
2489,"Azure, GCP",Java,0.013760861,0.528813559,0.988049693,-0.038283421,0.009262966,3.059400314,1.755464856
2490,Microservices,AWS,0.020905923,0.529017857,0.982095125,-0.058130816,0.014334925,3.181544264,1.770179492
2491,"Kubernetes, JavaScript","Docker, Go",0.013187492,0.52920354,0.988553232,-0.036651524,0.012401647,16.7813033,2.057077263
2492,Power BI,Python,0.018347815,0.529262087,0.984227802,-0.050985754,0.007964445,1.767038623,1.488048292
2493,"JavaScript, TypeScript",Kubernetes,0.0157456,0.529673591,0.986422238,-0.043708376,0.012566138,4.952284255,1.898776196
2494,"Kubernetes, NoSQL","AWS, Go",0.011776121,0.529761905,0.989774345,-0.032682045,0.010948646,14.23138823,2.047420481
2495,"Agile, JavaScript",TypeScript,0.01093812,0.52991453,0.990493064,-0.030344463,0.01014608,13.81005993,2.045645802
2496,"Docker, TypeScript","SQL, HTML/CSS",0.010011908,0.530373832,0.991299078,-0.027742248,0.009736325,36.32980631,2.0982671
2497,"Kubernetes, Ansible","Python, Terraform",0.01027654,0.530751708,0.991086881,-0.028447934,0.009703521,17.93402904,2.067999704
2498,"Python, Hadoop",Scala,0.014422441,0.530844156,0.987590708,-0.039915318,0.013137872,11.22745293,2.030709209
2499,"Docker, NoSQL","Python, Agile",0.011335068,0.530991736,0.990197349,-0.031358885,0.01022408,10.2026912,2.021191928
2500,NoSQL,"SQL, AWS",0.026154457,0.531362007,0.978015049,-0.072288625,0.022683137,7.534440768,1.983355174
2501,"AWS, JavaScript","SQL, Java",0.018303709,0.531370038,0.984394986,-0.050588806,0.01551738,6.569112803,1.961272031
2502,"Python, Snowflake",Java,0.012217175,0.531669866,0.989480038,-0.033740572,0.008245305,3.075925201,1.766171289
2503,Docker,"AWS, Kubernetes",0.052838178,0.531735464,0.957674717,-0.14590041,0.046632253,8.514151251,2.002173535
2504,"Java, AWS, JavaScript",Go,0.014025493,0.531772575,0.987967857,-0.038724474,0.012353864,8.390312873,2.000354103
2505,"AWS, TypeScript","JavaScript, Go",0.013275702,0.53180212,0.988596755,-0.036651524,0.012787947,27.21794463,2.094117432
2506,"SQL, Software Engineering","Kubernetes, Docker",0.012128964,0.531914894,0.989564467,-0.033475941,0.01028047,6.561537749,1.963178069
2507,"Agile, JavaScript","Python, Java",0.010982226,0.532051282,0.990536278,-0.030300357,0.008752678,4.925765095,1.906161997
2508,"Agile, JavaScript","SQL, Java",0.010982226,0.532051282,0.990536278,-0.030300357,0.009312569,6.577534743,1.964127267
2509,"JavaScript, TypeScript",Go,0.015833811,0.53264095,0.986507903,-0.043620165,0.013949734,8.404014091,2.004070851
2510,"Python, SQL, Data Analysis",R,0.012217175,0.53371869,0.989565367,-0.033564151,0.011323679,13.67345068,2.060916377
2511,"Python, Data Visualization",Tableau,0.015701495,0.533733133,0.986675236,-0.043135006,0.014183418,10.34301823,2.034021372
2512,"SQL, Azure",Java,0.014290125,0.533772652,0.987843643,-0.039253738,0.00966263,3.088090673,1.774137106
2513,"AWS, Azure, GCP",Java,0.013187492,0.533928571,0.988765979,-0.036210471,0.008918303,3.088992728,1.774730624
2514,Docker,Java,0.053058704,0.533954727,0.957875311,-0.145679884,0.035882845,3.089144048,1.774830226
2515,"SQL, GCP","AWS, Kubernetes",0.011070436,0.534042553,0.990537095,-0.030388568,0.009775814,8.551092379,2.012086873
2516,"SQL, R","Python, Tableau",0.016892339,0.534170153,0.985720393,-0.046354695,0.015853239,16.25669784,2.076169101
2517,"Java, Software Development",Python,0.010982226,0.534334764,0.990621894,-0.030123936,0.004826182,1.783974688,1.504258196
2518,TCP/IP,DNS,0.013319808,0.534513274,0.988682331,-0.036519208,0.012616395,18.93596792,2.087648346
2519,Scala,"Python, Java, AWS",0.02527235,0.534514925,0.978985049,-0.069289463,0.022459227,8.983733805,2.020477068
2520,"Python, Terraform",Kubernetes,0.015833811,0.535022355,0.986634681,-0.043355533,0.012668501,5.002293546,1.920618334
2521,"Java, AWS, Software Engineering",Go,0.010761699,0.535087719,0.990834018,-0.029462356,0.009487012,8.442619248,2.014618002
2522,"Java, Kubernetes","SQL, AWS",0.028844882,0.535188216,0.976229337,-0.078948529,0.025043848,7.588694448,1.999681634
2523,"Java, NoSQL",Kubernetes,0.018436025,0.535211268,0.984522896,-0.05045649,0.014751812,5.004059823,1.921398967
2524,"Spark, Hadoop",Kafka,0.012966965,0.535519126,0.989019034,-0.03546068,0.012084831,14.69954617,2.074507382
2525,Agile,Python,0.052044282,0.535633227,0.958876025,-0.142283774,0.022941785,1.788309846,1.508464407
2526,"SQL, Java, Agile",NoSQL,0.016230759,0.5356623,0.986344178,-0.044369955,0.014739329,10.8826804,2.047601258
2527,"Kubernetes, NoSQL","Docker, Go",0.011908437,0.535714286,0.989903784,-0.032549729,0.011207436,16.98776224,2.085923956
2528,MongoDB,Python,0.01018833,0.535962877,0.99134349,-0.027830459,0.00449465,1.789410442,1.509536012
2529,"Java, Hadoop","Python, Kafka",0.01018833,0.535962877,0.99134349,-0.027830459,0.009712948,21.43189826,2.101108367
2530,"Java, Hadoop","Python, Hive",0.01018833,0.535962877,0.99134349,-0.027830459,0.009877278,32.75441054,2.119737573
2531,"Python, SQL, NoSQL",Docker,0.01640718,0.536023055,0.986219883,-0.044811009,0.013365576,5.394252428,1.941110901
2532,"Kubernetes, JavaScript","Java, TypeScript",0.013363913,0.536283186,0.988725364,-0.036475103,0.012752823,21.86897243,2.10360593
2533,"Python, Go",Kubernetes,0.029638777,0.536312849,0.975716793,-0.080889163,0.023727997,5.01435927,1.925963635
2534,"Python, Docker","Java, Kubernetes",0.034931416,0.536585366,0.971675846,-0.095267499,0.03142277,9.955810147,2.04159132
2535,"Docker, Software Engineering","Python, Java",0.011114542,0.537313433,0.990623109,-0.030256252,0.00888023,4.974482427,1.927840845
2536,"Spark, Hadoop",AWS,0.01301107,0.537340619,0.989062096,-0.035416575,0.008984867,3.231597841,1.802023184
2537,"Kubernetes, Software Engineering","Python, AWS",0.011732016,0.537373737,0.990115677,-0.031932254,0.009485539,5.222406664,1.939151217
2538,"Docker, TypeScript","AWS, Go",0.010144224,0.537383178,0.991428942,-0.027609933,0.009441527,14.43612415,2.081150231
2539,"Java, Azure","SQL, AWS",0.012966965,0.537477148,0.98910422,-0.035284259,0.011265521,7.62115033,2.009577654
2540,"Java, Hadoop","Python, AWS",0.010232435,0.538283063,0.991386773,-0.027786354,0.008276412,5.23124384,1.942970265
2541,"Java, AWS, JavaScript",Kubernetes,0.014201914,0.538461538,0.988139745,-0.038548053,0.011380967,5.03444885,1.934929946
2542,NoSQL,"Python, AWS",0.026507299,0.538530466,0.978351339,-0.071935783,0.021442515,5.233648202,1.944011932
2543,Azure,Python,0.039738896,0.538553497,0.968290479,-0.107837516,0.017637908,1.798059701,1.51801074
2544,"Java, Agile","Python, AWS",0.027080669,0.538596491,0.977911225,-0.073479469,0.021906964,5.234289861,1.944290113
2545,"Docker, DevOps","Python, Kubernetes",0.0115997,0.538934426,0.990285394,-0.031447096,0.010109305,7.782968309,2.018703402
2546,"Python, TypeScript","Docker, Go",0.011820227,0.539235412,0.99011653,-0.032020465,0.011128962,17.09941889,2.101864423
2547,"Python, Java, JavaScript",Docker,0.015392758,0.539412674,0.987221269,-0.041679531,0.012557141,5.428363762,1.955396198
2548,Scripting,Python,0.013804966,0.539655172,0.988517611,-0.037357209,0.006142938,1.801737848,1.521643572
2549,"Python, Kafka",Hadoop,0.013496229,0.53968254,0.988769363,-0.036519208,0.012671205,16.35858586,2.100744163
2550,"Kubernetes, JavaScript",Go,0.013452124,0.539823009,0.98881143,-0.036386892,0.011872741,8.517332693,2.03534872
2551,"Kubernetes, Docker, Agile",NoSQL,0.012481807,0.540076336,0.989610726,-0.033740572,0.011344238,10.97235731,2.067252749
2552,"AWS, Kubernetes",SQL,0.033740572,0.540254237,0.972975217,-0.091165704,0.020331589,2.516266295,1.708107717
2553,"AWS, TypeScript","Python, SQL",0.013496229,0.540636042,0.988811911,-0.036430997,0.0101458,4.028209329,1.88475279
2554,"SQL, Problem Solving",Python,0.011996648,0.540755467,0.990032793,-0.032373307,0.00535182,1.805411384,1.525289248
2555,"Docker, JavaScript","Java, AWS",0.014598862,0.540849673,0.987932145,-0.039386054,0.01240475,6.653654173,2.0009
2556,"Java, Kafka",AWS,0.012217175,0.541015625,0.989864136,-0.032946677,0.008462318,3.25369954,1.816451661
2557,"Software Engineering, Cloud Computing","Python, AWS",0.010144224,0.541176471,0.991557711,-0.027345301,0.008215431,5.259363102,1.955222918
2558,Spark,Java,0.022890663,0.541188738,0.981381178,-0.061703348,0.015579678,3.130995729,1.802813719
2559,"AWS, Git",Docker,0.011290963,0.541226216,0.99062473,-0.030432673,0.009217939,5.446614286,1.963125917
2560,"Python, TypeScript","Kubernetes, Go",0.011864332,0.541247485,0.990159689,-0.03197636,0.011104424,15.61285525,2.104257054
2561,"Docker, NoSQL","AWS, Go",0.011555595,0.541322314,0.990413266,-0.031138358,0.010760956,14.54194411,2.099023206
2562,"Python, JavaScript",AWS,0.021302871,0.541479821,0.982643751,-0.057381026,0.014761207,3.25649124,1.818290596
2563,"Python, SQL, Azure",GCP,0.01093812,0.541484716,0.990921274,-0.029462356,0.010083711,12.80196347,2.088704627
2564,"Git, Jenkins",Docker,0.011202752,0.541577825,0.990709532,-0.030168041,0.009147259,5.450152699,1.964631633
2565,"Docker, Software Engineering","Python, SQL",0.011202752,0.541577825,0.990709532,-0.030168041,0.008426513,4.035226431,1.888624827
2566,"Kubernetes, JavaScript","SQL, AWS",0.013496229,0.54159292,0.988854463,-0.036342787,0.011738795,7.679509871,2.027620491
2567,"Kubernetes, NoSQL","SQL, Go",0.012040753,0.541666667,0.990033223,-0.032417413,0.011307398,16.41872772,2.109838294
2568,Business Intelligence,Data Visualization,0.016539496,0.541907514,0.986432698,-0.044502271,0.015007596,10.79672151,2.073398215
2569,"SQL, Kubernetes","Docker, Go",0.025360561,0.541941565,0.979523047,-0.068230935,0.023884843,17.1852323,2.114281975
2570,"Docker, TypeScript","JavaScript, HTML/CSS",0.010232435,0.542056075,0.991515519,-0.027521722,0.009926878,33.48784028,2.148327103
2571,"Java, AWS, Cloud Computing",Kubernetes,0.01018833,0.542253521,0.991558076,-0.027389406,0.008178759,5.069902715,1.950958952
2572,Oracle,SQL,0.014951705,0.5424,0.987724268,-0.04017995,0.009033192,2.526260312,1.716117319
2573,"SQL, GCP","AWS, Docker",0.011246857,0.542553191,0.990709934,-0.030212147,0.009996121,8.992184584,2.054149029
2574,"Java, NoSQL",Agile,0.018700657,0.542893726,0.984778716,-0.050191858,0.01535372,5.587394212,1.975111749
2575,"Agile, NoSQL","AWS, Kubernetes",0.01226128,0.54296875,0.989907268,-0.032902571,0.010850968,8.694018693,2.051384587
2576,"Python, TypeScript","JavaScript, HTML/CSS",0.011908437,0.543259557,0.990202849,-0.031932254,0.01155362,33.56219058,2.153987811
2577,"Kubernetes, JavaScript","SQL, TypeScript",0.013540334,0.543362832,0.988897495,-0.036298681,0.013038053,26.95769253,2.145782112
2578,"Kubernetes, Software Engineering","Java, AWS",0.011864332,0.543434343,0.990245166,-0.031799938,0.010089683,6.685451367,2.012227323
2579,Hive,"Python, Java, Hadoop",0.01018833,0.543529412,0.991601004,-0.027301195,0.009875821,32.60169935,2.154198349
2580,Tableau,"Python, SQL",0.028050986,0.543589744,0.977603489,-0.075155471,0.021125187,4.050216975,1.896950142
2581,Node.js,Java,0.016760023,0.543633763,0.986351189,-0.044899219,0.011431161,3.145141183,1.81247246
2582,TypeScript,"AWS, JavaScript",0.020861818,0.543678161,0.983137238,-0.055881445,0.019540059,15.78337381,2.115949007
2583,"Docker, Software Engineering","SQL, Java",0.011246857,0.543710021,0.990752744,-0.030123936,0.009573633,6.721667019,2.014313002
2584,"Java, AWS, GCP",Go,0.011246857,0.543710021,0.990752744,-0.030123936,0.00993583,8.578662014,2.052687313
2585,"Tableau, Power BI",Data Visualization,0.010673488,0.543820225,0.991218964,-0.02858025,0.009688379,10.83482949,2.08209174
2586,Scala,"Java, AWS",0.025713404,0.543843284,0.979406191,-0.06884841,0.021870123,6.69048224,2.014031265
2587,"SQL, Data Science",Machine Learning,0.010894015,0.544052863,0.991049423,-0.029153619,0.009676142,8.945112816,2.059841336
2588,"SQL, AWS, Go",Agile,0.015216337,0.544164038,0.987600292,-0.040709214,0.012499361,5.600468103,1.980615939
2589,"AWS, TypeScript","Kubernetes, Docker",0.01358444,0.544169611,0.988897973,-0.036342787,0.01156075,6.71270816,2.015956896
2590,"Kubernetes, TypeScript","SQL, HTML/CSS",0.010011908,0.544364508,0.99177133,-0.026771931,0.009743407,37.28814652,2.162696182
2591,"SQL, Cloud Computing","Python, Java",0.014290125,0.544537815,0.988353103,-0.03819521,0.011455551,5.041366224,1.958419584
2592,"Kubernetes, Microservices","AWS, Docker",0.010497067,0.544622426,0.991389009,-0.028050986,0.009334148,9.02647972,2.063483075
2593,"Java, TypeScript","Kubernetes, JavaScript",0.013363913,0.544964029,0.989108442,-0.035681207,0.012752823,21.86897243,2.142864639
2594,"Python, Spark, Hadoop",Hive,0.011996648,0.54509018,0.990203694,-0.032020465,0.011584103,29.0795992,2.157032438
2595,"Java, JavaScript",AWS,0.026374983,0.545123063,0.979007152,-0.070392096,0.01832991,3.278401911,1.832853817
2596,"Python, Java, NoSQL",Docker,0.015172231,0.545166403,0.987684518,-0.040488687,0.012406738,5.486266243,1.980132319
2597,"Docker, NoSQL","Java, Go",0.011643805,0.545454545,0.990499633,-0.031050148,0.010803032,13.84892599,2.113350681
2598,Hive,"Scala, Hadoop",0.010232435,0.545882353,0.991644298,-0.02725709,0.009924886,33.27094244,2.165942738
2599,"AWS, TypeScript","Python, Go",0.013628545,0.545936396,0.988941004,-0.036298681,0.012248957,9.878703832,2.080624875
2600,"Python, Scala, Spark",SQL,0.010452962,0.546082949,0.991474445,-0.027830459,0.006343146,2.543413868,1.73004139
2601,"Python, Scala, Spark",Kafka,0.010452962,0.546082949,0.991474445,-0.027830459,0.00975561,14.98951418,2.122786534
2602,"Tableau, R","Python, Data Visualization",0.010673488,0.546275395,0.991304724,-0.028403828,0.010098695,18.56926841,2.13914286
2603,"AWS, Microsoft Azure","SQL, Java",0.010144224,0.54631829,0.991729454,-0.026992458,0.008642247,6.753911987,2.02589352
2604,"SQL, Docker","Kubernetes, Go",0.025360561,0.546577947,0.979894626,-0.06743704,0.023752064,15.76661805,2.128994849
2605,"Java, Azure","AWS, GCP",0.013187492,0.546617916,0.989319552,-0.035063732,0.012298995,14.84247666,2.124415782
2606,"Docker, Jenkins",AWS,0.012878754,0.546816479,0.989572112,-0.034225731,0.008962557,3.288586217,1.839702665
2607,"Java, Docker","SQL, AWS",0.029021303,0.546965919,0.977173731,-0.077096105,0.025279369,7.75569623,2.051668132
2608,Go,Kubernetes,0.034666784,0.54697286,0.972998756,-0.092091915,0.02788802,5.114027075,1.97128276
2609,"Python, AWS, Azure",GCP,0.018744762,0.546975547,0.984989339,-0.04979491,0.017295251,12.93177954,2.114020531
2610,"Python, Snowflake",AWS,0.012570017,0.547024952,0.989824955,-0.03338773,0.008749157,3.289839983,1.84054935
2611,"Python, Hadoop",AWS,0.014863494,0.547077922,0.988020095,-0.039474265,0.010345932,3.290158548,1.840764606
2612,"Java, Spark","Python, AWS",0.012525912,0.547206166,0.989867196,-0.033255414,0.010170515,5.317962021,1.98125993
2613,Time Management,Communication,0.015260442,0.547468354,0.987727955,-0.040488687,0.010099351,2.956824678,1.800638386
2614,Microsoft Azure,"Python, AWS",0.015172231,0.547770701,0.987811682,-0.040224055,0.012322156,5.323448391,1.983733211
2615,Data Analytics,SQL,0.01914171,0.547979798,0.984743235,-0.050721122,0.011641771,2.552248554,1.737301301
2616,"Tableau, Data Visualization","SQL, Data Analysis",0.012570017,0.548076923,0.989867632,-0.033299519,0.01169503,14.36595153,2.128346491
2617,Jenkins,Python,0.026992458,0.548387097,0.978813737,-0.071450624,0.012249659,1.83089098,1.551064513
2618,"Python, Spark",Java,0.02046487,0.548463357,0.983757813,-0.054161337,0.014015346,3.173082341,1.831858499
2619,"SQL, NoSQL","Java, AWS",0.021655714,0.548603352,0.982858113,-0.057292815,0.018447004,6.749041671,2.03526963
2620,"Scala, Spark","Java, Hadoop",0.011687911,0.548654244,0.990585593,-0.030917832,0.011282956,28.8622684,2.173479186
2621,"Agile, NoSQL","SQL, Kubernetes",0.012393596,0.548828125,0.990036662,-0.032770255,0.011336858,11.72816218,2.11272977
2622,"Python, Snowflake",Spark,0.012614123,0.548944338,0.989868069,-0.033343625,0.011642185,12.97832635,2.123247916
2623,"Docker, JavaScript","Python, SQL",0.014819389,0.549019608,0.988146876,-0.039165527,0.011196663,4.090674193,1.919789675
2624,Go,"Python, Java",0.0347991,0.549060543,0.973123185,-0.0919596,0.027953247,5.083237928,1.978061685
2625,"Kubernetes, TypeScript","AWS, Go",0.010100119,0.549160671,0.991857947,-0.026683721,0.009415482,14.75251173,2.135517126
2626,RDBMS,"AWS, Kubernetes, Docker",0.010056014,0.54939759,0.991900554,-0.026551405,0.009088879,10.3977392,2.101990141
2627,"SQL, Agile","Java, AWS",0.023684559,0.54964176,0.981395349,-0.062497243,0.020181867,6.761816406,2.03996243
2628,"Python, Statistics",R,0.01018833,0.55,0.991815702,-0.026860142,0.009465269,14.09056497,2.135481753
2629,"AWS, Node.js","Python, Java",0.01018833,0.55,0.991815702,-0.026860142,0.008187454,5.091935484,1.98219125
2630,"Python, Kubernetes","AWS, Docker",0.038107,0.550318471,0.970878192,-0.100383716,0.033929006,9.120885015,2.089620893
2631,"JavaScript, React",Java,0.01301107,0.550373134,0.989616097,-0.034269836,0.008924847,3.184131175,1.839639266
2632,"JavaScript, TypeScript","Python, SQL",0.016363075,0.550445104,0.987021887,-0.043090901,0.012373342,4.101295379,1.925877146
2633,"Python, Power BI","SQL, R",0.010100119,0.550480769,0.991900905,-0.02659551,0.009519897,17.40732285,2.154249288
2634,Hive,"Scala, Spark",0.010320646,0.550588235,0.991730886,-0.027168879,0.009921328,25.8457289,2.177729213
2635,Data Science,Machine Learning,0.018171393,0.550802139,0.9856539,-0.047810171,0.016164853,9.05608187,2.090790808
2636,"Python, Java",AWS,0.059498081,0.550837076,0.956213677,-0.156529793,0.04153784,3.312766322,1.856170415
2637,"Kubernetes, GCP","Java, Docker",0.01018833,0.551312649,0.991858652,-0.026771931,0.009207798,10.39061654,2.110470228
2638,"Kubernetes, NoSQL",Go,0.01226128,0.551587302,0.990248954,-0.032196886,0.010852415,8.702949818,2.088746937
2639,"Kubernetes, NoSQL","AWS, Agile",0.01226128,0.551587302,0.990248954,-0.032196886,0.011208308,11.64444962,2.124451172
2640,"Kubernetes, Cloud Computing","Python, SQL",0.010100119,0.551807229,0.991943867,-0.026507299,0.007643533,4.111444397,1.931730176
2641,RDBMS,"SQL, Java, Kubernetes",0.010100119,0.551807229,0.991943867,-0.026507299,0.00944137,15.3322614,2.150882652
2642,"AWS, NoSQL","SQL, Docker",0.017333392,0.551966292,0.986358777,-0.045472589,0.015876331,11.89613283,2.128413963
2643,"Git, Jenkins",Python,0.011423279,0.552238806,0.99092559,-0.029947515,0.005227604,1.843750618,1.564407004
2644,Innovation,Communication,0.011643805,0.552301255,0.990756339,-0.030520884,0.007740322,2.982926717,1.820076249
2645,"SQL, Kubernetes",Go,0.02584572,0.552309142,0.979986517,-0.067745777,0.022879835,8.714339028,2.092114757
2646,"SQL, Data Analysis",Data Visualization,0.021082345,0.552601156,0.983558501,-0.055219865,0.01916747,11.00977681,2.122956183
2647,"Agile, NoSQL","SQL, Docker",0.012481807,0.552734375,0.990122924,-0.032682045,0.011434032,11.91268677,2.132069058
2648,"Agile, NoSQL","AWS, Docker",0.012481807,0.552734375,0.990122924,-0.032682045,0.011119302,9.160925793,2.100907973
2649,"Agile, NoSQL","Kubernetes, Docker",0.012481807,0.552734375,0.990122924,-0.032682045,0.01065119,6.818360438,2.054560789
2650,"Python, Docker","SQL, Kubernetes",0.035989944,0.552845528,0.972669676,-0.094208971,0.032943566,11.81401194,2.131711327
2651,"Java, Spark",Kafka,0.012658228,0.552986513,0.989996551,-0.033123098,0.011824298,15.17901114,2.155570312
2652,"AWS, TypeScript",Go,0.013804966,0.553003534,0.989113129,-0.03612226,0.012222789,8.72529514,2.095364775
