Size,Support,Item 1,Item 2,Item 3,Item 4
2,0.016,C++,C,,
2,0.016,Communication Skills,Analytical Skills,,
2,0.021,Git,Jenkins,,
2,0.012,Git,Jira,,
2,0.014,Machine Learning,Cloud Computing,,
2,0.016,Machine Learning,Data Visualization,,
2,0.012,Machine Learning,Spark,,
2,0.013,Machine Learning,R,,
2,0.01,Machine Learning,Data Engineering,,
2,0.018,Machine Learning,Data Science,,
2,0.015,Machine Learning,Artificial Intelligence,,
2,0.013,Communication skills,Analytical skills,,
2,0.014,Communication skills,Problemsolving skills,,
2,0.015,Bachelor's Degree,Master's Degree,,
2,0.013,Cloud Computing,NoSQL,,
2,0.023,Tableau,Data Visualization,,
2,0.02,Tableau,R,,
2,0.02,Tableau,Power BI,,
2,0.012,Tableau,Business Intelligence,,
2,0.017,Data Visualization,R,,
2,0.013,Data Visualization,Data Analytics,,
2,0.015,Data Visualization,Power BI,,
2,0.011,Data Visualization,Data Science,,
2,0.017,Data Visualization,Business Intelligence,,
2,0.012,Data Visualization,Data Warehousing,,
2,0.011,Data Visualization,Data Modeling,,
2,0.013,Data Visualization,Data Mining,,
2,0.013,Jenkins,Terraform,,
2,0.013,Jenkins,Ansible,,
2,0.01,Jenkins,CI/CD,,
2,0.016,NoSQL,Scala,,
2,0.014,NoSQL,Spark,,
2,0.011,NoSQL,Kafka,,
2,0.013,NoSQL,Hadoop,,
2,0.014,NoSQL,RDBMS,,
2,0.021,Scala,Spark,,
2,0.014,Scala,Kafka,,
2,0.016,Scala,Hadoop,,
2,0.011,Scala,Snowflake,,
2,0.012,Scala,Hive,,
2,0.012,React,TypeScript,,
2,0.011,React,HTML,,
2,0.012,React,CSS,,
2,0.016,React,Angular,,
2,0.022,Terraform,Ansible,,
2,0.01,Terraform,CI/CD,,
2,0.011,Terraform,Puppet,,
2,0.014,Ansible,Puppet,,
2,0.018,Spark,Kafka,,
2,0.01,Spark,Data Engineering,,
2,0.024,Spark,Hadoop,,
2,0.013,Spark,Snowflake,,
2,0.015,Spark,Hive,,
2,0.014,Data analysis,Data visualization,,
2,0.01,Analytical Skills,Attention to Detail,,
2,0.012,R,Power BI,,
2,0.011,R,Data Science,,
2,0.011,R,Statistics,,
2,0.011,TypeScript,Angular,,
2,0.01,TypeScript,Microsoft Azure,,
2,0.015,TypeScript,HTML/CSS,,
2,0.03,HTML,CSS,,
2,0.014,Kafka,Hadoop,,
2,0.012,Kafka,Snowflake,,
2,0.011,Kafka,Hive,,
2,0.01,Kafka,Cassandra,,
2,0.01,Hadoop,Snowflake,,
2,0.015,Hadoop,Hive,,
2,0.011,Analytical skills,Problemsolving skills,,
2,0.016,Jira,Confluence,,
2,0.011,Business Intelligence,Data Warehousing,,
2,0.011,Data Warehousing,Data Modeling,,
2,0.011,Snowflake,Redshift,,
2,0.013,DNS,TCP/IP,,
2,0.015,DNS,DHCP,,
2,0.014,Integrity,Confidentiality,,
2,0.013,Integrity,Availability,,
2,0.013,Confidentiality,Availability,,
2,0.012,Written Communication,Verbal Communication,,
2,0.011,PyTorch,TensorFlow,,
2,0.013,BGP,OSPF,,
3,0.024,Python,SQL,Communication,
3,0.062,Python,SQL,Java,
3,0.058,Python,SQL,AWS,
3,0.039,Python,SQL,Kubernetes,
3,0.012,Python,SQL,Teamwork,
3,0.039,Python,SQL,Docker,
3,0.014,Python,SQL,Linux,
3,0.032,Python,SQL,Agile,
3,0.017,Python,SQL,Software Engineering,
3,0.023,Python,SQL,Data Analysis,
3,0.012,Python,SQL,Problem Solving,
3,0.025,Python,SQL,JavaScript,
3,0.012,Python,SQL,Collaboration,
3,0.013,Python,SQL,DevOps,
3,0.02,Python,SQL,Azure,
3,0.031,Python,SQL,Go,
3,0.012,Python,SQL,Git,
3,0.023,Python,SQL,Machine Learning,
3,0.012,Python,SQL,Bachelor's Degree,
3,0.021,Python,SQL,Cloud Computing,
3,0.028,Python,SQL,Tableau,
3,0.024,Python,SQL,Data Visualization,
3,0.01,Python,SQL,Jenkins,
3,0.031,Python,SQL,NoSQL,
3,0.029,Python,SQL,Scala,
3,0.018,Python,SQL,GCP,
3,0.024,Python,SQL,Spark,
3,0.011,Python,SQL,Data analysis,
3,0.01,Python,SQL,Microservices,
3,0.03,Python,SQL,R,
3,0.017,Python,SQL,TypeScript,
3,0.015,Python,SQL,Kafka,
3,0.013,Python,SQL,Data Analytics,
3,0.015,Python,SQL,Power BI,
3,0.017,Python,SQL,Data Engineering,
3,0.017,Python,SQL,Data Science,
3,0.019,Python,SQL,Hadoop,
3,0.011,Python,SQL,MySQL,
3,0.011,Python,SQL,Node.js,
3,0.013,Python,SQL,Business Intelligence,
3,0.013,Python,SQL,Data Warehousing,
3,0.015,Python,SQL,Snowflake,
3,0.013,Python,SQL,Microsoft Azure,
3,0.014,Python,SQL,Statistics,
3,0.01,Python,SQL,Cloud computing,
3,0.01,Python,SQL,Data Modeling,
3,0.012,Python,SQL,ETL,
3,0.01,Python,SQL,Data visualization,
3,0.011,Python,SQL,Hive,
3,0.012,Python,SQL,RDBMS,
3,0.015,Python,SQL,Open Source RDBMS,
3,0.013,Python,SQL,HTML/CSS,
3,0.01,Python,SQL,Agile practices,
3,0.012,Python,Communication,Java,
3,0.013,Python,Communication,AWS,
3,0.016,Python,Communication,Teamwork,
3,0.014,Python,Communication,Problem Solving,
3,0.016,Python,Communication,Collaboration,
3,0.059,Python,Java,AWS,
3,0.039,Python,Java,Kubernetes,
3,0.039,Python,Java,Docker,
3,0.018,Python,Java,Linux,
3,0.035,Python,Java,Agile,
3,0.022,Python,Java,Software Engineering,
3,0.029,Python,Java,JavaScript,
3,0.014,Python,Java,DevOps,
3,0.019,Python,Java,Azure,
3,0.011,Python,Java,Software Development,
3,0.035,Python,Java,Go,
3,0.016,Python,Java,C++,
3,0.012,Python,Java,Git,
3,0.015,Python,Java,Machine Learning,
3,0.014,Python,Java,Bachelor's Degree,
3,0.019,Python,Java,Cloud Computing,
3,0.013,Python,Java,Jenkins,
3,0.028,Python,Java,NoSQL,
3,0.035,Python,Java,Scala,
3,0.019,Python,Java,GCP,
3,0.02,Python,Java,Spark,
3,0.013,Python,Java,Microservices,
3,0.018,Python,Java,TypeScript,
3,0.016,Python,Java,Kafka,
3,0.017,Python,Java,Hadoop,
3,0.013,Python,Java,MySQL,
3,0.013,Python,Java,Node.js,
3,0.012,Python,Java,Snowflake,
3,0.014,Python,Java,Microsoft Azure,
3,0.011,Python,Java,Cloud computing,
3,0.011,Python,Java,Hive,
3,0.013,Python,Java,RDBMS,
3,0.015,Python,Java,Open Source RDBMS,
3,0.012,Python,Java,HTML/CSS,
3,0.011,Python,Java,Agile practices,
3,0.01,Python,Java,NoSQL databases,
3,0.044,Python,AWS,Kubernetes,
3,0.042,Python,AWS,Docker,
3,0.015,Python,AWS,Linux,
3,0.035,Python,AWS,Agile,
3,0.02,Python,AWS,Software Engineering,
3,0.021,Python,AWS,JavaScript,
3,0.018,Python,AWS,DevOps,
3,0.034,Python,AWS,Azure,
3,0.033,Python,AWS,Go,
3,0.012,Python,AWS,Git,
3,0.015,Python,AWS,Machine Learning,
3,0.012,Python,AWS,Bachelor's Degree,
3,0.022,Python,AWS,Cloud Computing,
3,0.014,Python,AWS,Jenkins,
3,0.027,Python,AWS,NoSQL,
3,0.029,Python,AWS,Scala,
3,0.014,Python,AWS,Terraform,
3,0.01,Python,AWS,Ansible,
3,0.029,Python,AWS,GCP,
3,0.019,Python,AWS,Spark,
3,0.012,Python,AWS,Microservices,
3,0.016,Python,AWS,TypeScript,
3,0.014,Python,AWS,Kafka,
3,0.015,Python,AWS,Hadoop,
3,0.011,Python,AWS,MySQL,
3,0.012,Python,AWS,Node.js,
3,0.013,Python,AWS,Snowflake,
3,0.015,Python,AWS,Microsoft Azure,
3,0.012,Python,AWS,Cloud computing,
3,0.012,Python,AWS,RDBMS,
3,0.013,Python,AWS,Open Source RDBMS,
3,0.012,Python,AWS,Google Cloud,
3,0.01,Python,AWS,HTML/CSS,
3,0.056,Python,Kubernetes,Docker,
3,0.014,Python,Kubernetes,Linux,
3,0.019,Python,Kubernetes,Agile,
3,0.015,Python,Kubernetes,Software Engineering,
3,0.018,Python,Kubernetes,JavaScript,
3,0.017,Python,Kubernetes,DevOps,
3,0.015,Python,Kubernetes,Azure,
3,0.03,Python,Kubernetes,Go,
3,0.011,Python,Kubernetes,Git,
3,0.014,Python,Kubernetes,Cloud Computing,
3,0.014,Python,Kubernetes,Jenkins,
3,0.018,Python,Kubernetes,NoSQL,
3,0.014,Python,Kubernetes,Scala,
3,0.016,Python,Kubernetes,Terraform,
3,0.014,Python,Kubernetes,Ansible,
3,0.015,Python,Kubernetes,GCP,
3,0.01,Python,Kubernetes,Microservices,
3,0.014,Python,Kubernetes,TypeScript,
3,0.012,Python,Kubernetes,Open Source RDBMS,
3,0.013,Python,Docker,Linux,
3,0.02,Python,Docker,Agile,
3,0.015,Python,Docker,Software Engineering,
3,0.019,Python,Docker,JavaScript,
3,0.013,Python,Docker,DevOps,
3,0.014,Python,Docker,Azure,
3,0.027,Python,Docker,Go,
3,0.013,Python,Docker,Git,
3,0.013,Python,Docker,Cloud Computing,
3,0.016,Python,Docker,Jenkins,
3,0.017,Python,Docker,NoSQL,
3,0.014,Python,Docker,Scala,
3,0.012,Python,Docker,Terraform,
3,0.011,Python,Docker,Ansible,
3,0.014,Python,Docker,GCP,
3,0.014,Python,Docker,TypeScript,
3,0.013,Python,Docker,Open Source RDBMS,
3,0.01,Python,Linux,Agile,
3,0.01,Python,Linux,DevOps,
3,0.012,Python,Linux,C++,
3,0.011,Python,Linux,Git,
3,0.014,Python,Linux,Windows,
3,0.012,Python,Agile,Software Engineering,
3,0.013,Python,Agile,JavaScript,
3,0.01,Python,Agile,DevOps,
3,0.01,Python,Agile,Azure,
3,0.016,Python,Agile,Go,
3,0.012,Python,Agile,Cloud Computing,
3,0.019,Python,Agile,NoSQL,
3,0.016,Python,Agile,Scala,
3,0.01,Python,Agile,GCP,
3,0.01,Python,Agile,Spark,
3,0.01,Python,Software Engineering,JavaScript,
3,0.013,Python,Software Engineering,Go,
3,0.012,Python,Software Engineering,Cloud Computing,
3,0.011,Python,Data Analysis,Machine Learning,
3,0.012,Python,Data Analysis,Tableau,
3,0.016,Python,Data Analysis,Data Visualization,
3,0.014,Python,Data Analysis,R,
3,0.018,Python,JavaScript,Go,
3,0.019,Python,JavaScript,TypeScript,
3,0.012,Python,JavaScript,HTML/CSS,
3,0.011,Python,DevOps,Jenkins,
3,0.011,Python,DevOps,Ansible,
3,0.011,Python,DevOps,CI/CD,
3,0.011,Python,Azure,Scala,
3,0.019,Python,Azure,GCP,
3,0.01,Python,Go,Cloud Computing,
3,0.012,Python,Go,NoSQL,
3,0.015,Python,Go,Scala,
3,0.013,Python,Go,GCP,
3,0.016,Python,Go,TypeScript,
3,0.012,Python,Go,Open Source RDBMS,
3,0.012,Python,Go,HTML/CSS,
3,0.011,Python,Git,Jenkins,
3,0.011,Python,Machine Learning,Cloud Computing,
3,0.013,Python,Machine Learning,Data Visualization,
3,0.012,Python,Machine Learning,Spark,
3,0.013,Python,Machine Learning,R,
3,0.015,Python,Machine Learning,Data Science,
3,0.01,Python,Machine Learning,Artificial Intelligence,
3,0.011,Python,Cloud Computing,NoSQL,
3,0.016,Python,Tableau,Data Visualization,
3,0.019,Python,Tableau,R,
3,0.013,Python,Tableau,Power BI,
3,0.016,Python,Data Visualization,R,
3,0.016,Python,NoSQL,Scala,
3,0.013,Python,NoSQL,Spark,
3,0.012,Python,NoSQL,Hadoop,
3,0.012,Python,NoSQL,RDBMS,
3,0.019,Python,Scala,Spark,
3,0.012,Python,Scala,Kafka,
3,0.014,Python,Scala,Hadoop,
3,0.011,Python,Scala,Snowflake,
3,0.011,Python,Scala,Hive,
3,0.017,Python,Terraform,Ansible,
3,0.011,Python,Ansible,Puppet,
3,0.016,Python,Spark,Kafka,
3,0.022,Python,Spark,Hadoop,
3,0.013,Python,Spark,Snowflake,
3,0.014,Python,Spark,Hive,
3,0.012,Python,R,Power BI,
3,0.011,Python,R,Data Science,
3,0.01,Python,R,Statistics,
3,0.012,Python,TypeScript,HTML/CSS,
3,0.013,Python,Kafka,Hadoop,
3,0.011,Python,Kafka,Snowflake,
3,0.01,Python,Hadoop,Snowflake,
3,0.014,Python,Hadoop,Hive,
3,0.011,Python,Snowflake,Redshift,
3,0.01,Python,PyTorch,TensorFlow,
3,0.014,SQL,Communication,Teamwork,
3,0.013,SQL,Communication,Data Analysis,
3,0.015,SQL,Communication,Problem Solving,
3,0.013,SQL,Communication,Collaboration,
3,0.012,SQL,Communication,Tableau,
3,0.011,SQL,Communication,Data Visualization,
3,0.047,SQL,Java,AWS,
3,0.036,SQL,Java,Kubernetes,
3,0.036,SQL,Java,Docker,
3,0.012,SQL,Java,Linux,
3,0.03,SQL,Java,Agile,
3,0.018,SQL,Java,Software Engineering,
3,0.028,SQL,Java,JavaScript,
3,0.011,SQL,Java,DevOps,
3,0.014,SQL,Java,Azure,
3,0.031,SQL,Java,Go,
3,0.01,SQL,Java,Bachelor's Degree,
3,0.017,SQL,Java,Cloud Computing,
3,0.028,SQL,Java,NoSQL,
3,0.027,SQL,Java,Scala,
3,0.015,SQL,Java,GCP,
3,0.013,SQL,Java,Spark,
3,0.013,SQL,Java,Microservices,
3,0.018,SQL,Java,TypeScript,
3,0.011,SQL,Java,Kafka,
3,0.01,SQL,Java,Angular,
3,0.012,SQL,Java,Hadoop,
3,0.011,SQL,Java,Node.js,
3,0.011,SQL,Java,Microsoft Azure,
3,0.01,SQL,Java,Cloud computing,
3,0.012,SQL,Java,RDBMS,
3,0.014,SQL,Java,Open Source RDBMS,
3,0.013,SQL,Java,HTML/CSS,
3,0.01,SQL,Java,Agile practices,
3,0.034,SQL,AWS,Kubernetes,
3,0.034,SQL,AWS,Docker,
3,0.029,SQL,AWS,Agile,
3,0.015,SQL,AWS,Software Engineering,
3,0.021,SQL,AWS,JavaScript,
3,0.02,SQL,AWS,Azure,
3,0.028,SQL,AWS,Go,
3,0.017,SQL,AWS,Cloud Computing,
3,0.026,SQL,AWS,NoSQL,
3,0.021,SQL,AWS,Scala,
3,0.019,SQL,AWS,GCP,
3,0.012,SQL,AWS,Spark,
3,0.01,SQL,AWS,Microservices,
3,0.015,SQL,AWS,TypeScript,
3,0.01,SQL,AWS,Hadoop,
3,0.011,SQL,AWS,Node.js,
3,0.011,SQL,AWS,Microsoft Azure,
3,0.011,SQL,AWS,RDBMS,
3,0.013,SQL,AWS,Open Source RDBMS,
3,0.012,SQL,AWS,HTML/CSS,
3,0.042,SQL,Kubernetes,Docker,
3,0.018,SQL,Kubernetes,Agile,
3,0.013,SQL,Kubernetes,Software Engineering,
3,0.018,SQL,Kubernetes,JavaScript,
3,0.026,SQL,Kubernetes,Go,
3,0.012,SQL,Kubernetes,Cloud Computing,
3,0.02,SQL,Kubernetes,NoSQL,
3,0.013,SQL,Kubernetes,Scala,
3,0.011,SQL,Kubernetes,GCP,
3,0.014,SQL,Kubernetes,TypeScript,
3,0.01,SQL,Kubernetes,RDBMS,
3,0.013,SQL,Kubernetes,Open Source RDBMS,
3,0.011,SQL,Kubernetes,HTML/CSS,
3,0.019,SQL,Docker,Agile,
3,0.013,SQL,Docker,Software Engineering,
3,0.018,SQL,Docker,JavaScript,
3,0.026,SQL,Docker,Go,
3,0.011,SQL,Docker,Cloud Computing,
3,0.019,SQL,Docker,NoSQL,
3,0.013,SQL,Docker,Scala,
3,0.012,SQL,Docker,GCP,
3,0.014,SQL,Docker,TypeScript,
3,0.01,SQL,Docker,RDBMS,
3,0.013,SQL,Docker,Open Source RDBMS,
3,0.011,SQL,Docker,HTML/CSS,
3,0.013,SQL,Agile,JavaScript,
3,0.016,SQL,Agile,Go,
3,0.011,SQL,Agile,Cloud Computing,
3,0.019,SQL,Agile,NoSQL,
3,0.013,SQL,Agile,Scala,
3,0.011,SQL,Software Engineering,Go,
3,0.011,SQL,Software Engineering,Cloud Computing,
3,0.016,SQL,Data Analysis,Tableau,
3,0.021,SQL,Data Analysis,Data Visualization,
3,0.013,SQL,Data Analysis,R,
3,0.011,SQL,Data Analysis,Power BI,
3,0.011,SQL,Data Analysis,Business Intelligence,
3,0.017,SQL,JavaScript,Go,
3,0.011,SQL,JavaScript,NoSQL,
3,0.019,SQL,JavaScript,TypeScript,
3,0.01,SQL,JavaScript,HTML,
3,0.014,SQL,JavaScript,HTML/CSS,
3,0.012,SQL,Azure,GCP,
3,0.013,SQL,Go,NoSQL,
3,0.013,SQL,Go,Scala,
3,0.011,SQL,Go,GCP,
3,0.015,SQL,Go,TypeScript,
3,0.012,SQL,Go,Open Source RDBMS,
3,0.013,SQL,Go,HTML/CSS,
3,0.012,SQL,Machine Learning,Data Visualization,
3,0.01,SQL,Machine Learning,R,
3,0.011,SQL,Machine Learning,Data Science,
3,0.011,SQL,Cloud Computing,NoSQL,
3,0.02,SQL,Tableau,Data Visualization,
3,0.018,SQL,Tableau,R,
3,0.016,SQL,Tableau,Power BI,
3,0.01,SQL,Tableau,Business Intelligence,
3,0.015,SQL,Data Visualization,R,
3,0.012,SQL,Data Visualization,Power BI,
3,0.013,SQL,Data Visualization,Business Intelligence,
3,0.01,SQL,Data Visualization,Data Mining,
3,0.012,SQL,NoSQL,Scala,
3,0.011,SQL,NoSQL,RDBMS,
3,0.012,SQL,Scala,Spark,
3,0.01,SQL,Scala,Hadoop,
3,0.011,SQL,Spark,Kafka,
3,0.016,SQL,Spark,Hadoop,
3,0.01,SQL,R,Power BI,
3,0.013,SQL,TypeScript,HTML/CSS,
3,0.011,SQL,HTML,CSS,
3,0.011,Communication,Teamwork,Data Analysis,
3,0.021,Communication,Teamwork,Problem Solving,
3,0.02,Communication,Teamwork,Leadership,
3,0.012,Communication,Teamwork,Collaboration,
3,0.013,Communication,Teamwork,Problemsolving,
3,0.016,Communication,Data Analysis,Problem Solving,
3,0.017,Communication,Problem Solving,Leadership,
3,0.014,Communication,Problem Solving,Collaboration,
3,0.012,Communication,Problem Solving,Project Management,
3,0.011,Communication,Problem Solving,Attention to Detail,
3,0.012,Communication,Leadership,Collaboration,
3,0.039,Java,AWS,Kubernetes,
3,0.038,Java,AWS,Docker,
3,0.034,Java,AWS,Agile,
3,0.02,Java,AWS,Software Engineering,
3,0.026,Java,AWS,JavaScript,
3,0.011,Java,AWS,DevOps,
3,0.022,Java,AWS,Azure,
3,0.032,Java,AWS,Go,
3,0.013,Java,AWS,Bachelor's Degree,
3,0.019,Java,AWS,Cloud Computing,
3,0.01,Java,AWS,Jenkins,
3,0.025,Java,AWS,NoSQL,
3,0.026,Java,AWS,Scala,
3,0.011,Java,AWS,React,
3,0.021,Java,AWS,GCP,
3,0.013,Java,AWS,Spark,
3,0.015,Java,AWS,Microservices,
3,0.019,Java,AWS,TypeScript,
3,0.012,Java,AWS,Kafka,
3,0.011,Java,AWS,Angular,
3,0.011,Java,AWS,Hadoop,
3,0.012,Java,AWS,Node.js,
3,0.016,Java,AWS,Microsoft Azure,
3,0.012,Java,AWS,Cloud computing,
3,0.012,Java,AWS,RDBMS,
3,0.014,Java,AWS,Open Source RDBMS,
3,0.012,Java,AWS,Google Cloud,
3,0.012,Java,AWS,HTML/CSS,
3,0.011,Java,AWS,Agile practices,
3,0.046,Java,Kubernetes,Docker,
3,0.019,Java,Kubernetes,Agile,
3,0.015,Java,Kubernetes,Software Engineering,
3,0.02,Java,Kubernetes,JavaScript,
3,0.028,Java,Kubernetes,Go,
3,0.012,Java,Kubernetes,Cloud Computing,
3,0.018,Java,Kubernetes,NoSQL,
3,0.014,Java,Kubernetes,Scala,
3,0.011,Java,Kubernetes,GCP,
3,0.013,Java,Kubernetes,Microservices,
3,0.014,Java,Kubernetes,TypeScript,
3,0.011,Java,Kubernetes,RDBMS,
3,0.013,Java,Kubernetes,Open Source RDBMS,
3,0.011,Java,Kubernetes,HTML/CSS,
3,0.02,Java,Docker,Agile,
3,0.015,Java,Docker,Software Engineering,
3,0.02,Java,Docker,JavaScript,
3,0.028,Java,Docker,Go,
3,0.011,Java,Docker,Cloud Computing,
3,0.011,Java,Docker,Jenkins,
3,0.018,Java,Docker,NoSQL,
3,0.014,Java,Docker,Scala,
3,0.011,Java,Docker,GCP,
3,0.012,Java,Docker,Microservices,
3,0.015,Java,Docker,TypeScript,
3,0.01,Java,Docker,Node.js,
3,0.011,Java,Docker,RDBMS,
3,0.013,Java,Docker,Open Source RDBMS,
3,0.011,Java,Docker,HTML/CSS,
3,0.013,Java,Agile,Software Engineering,
3,0.016,Java,Agile,JavaScript,
3,0.016,Java,Agile,Go,
3,0.011,Java,Agile,Cloud Computing,
3,0.019,Java,Agile,NoSQL,
3,0.016,Java,Agile,Scala,
3,0.01,Java,Agile,TypeScript,
3,0.012,Java,Software Engineering,JavaScript,
3,0.012,Java,Software Engineering,Go,
3,0.013,Java,Software Engineering,Cloud Computing,
3,0.018,Java,JavaScript,Go,
3,0.011,Java,JavaScript,NoSQL,
3,0.013,Java,JavaScript,React,
3,0.022,Java,JavaScript,TypeScript,
3,0.013,Java,JavaScript,HTML,
3,0.012,Java,JavaScript,CSS,
3,0.014,Java,JavaScript,Angular,
3,0.01,Java,JavaScript,Microsoft Azure,
3,0.015,Java,JavaScript,HTML/CSS,
3,0.014,Java,Azure,GCP,
3,0.01,Java,Go,Cloud Computing,
3,0.013,Java,Go,NoSQL,
3,0.015,Java,Go,Scala,
3,0.011,Java,Go,GCP,
3,0.015,Java,Go,TypeScript,
3,0.011,Java,Go,Open Source RDBMS,
3,0.012,Java,Go,HTML/CSS,
3,0.014,Java,NoSQL,Scala,
3,0.013,Java,NoSQL,RDBMS,
3,0.016,Java,Scala,Spark,
3,0.012,Java,Scala,Kafka,
3,0.013,Java,Scala,Hadoop,
3,0.011,Java,React,Angular,
3,0.013,Java,Spark,Kafka,
3,0.015,Java,Spark,Hadoop,
3,0.014,Java,TypeScript,HTML/CSS,
3,0.013,Java,HTML,CSS,
3,0.011,Java,Kafka,Hadoop,
3,0.011,Java,Hadoop,Hive,
3,0.053,AWS,Kubernetes,Docker,
3,0.01,AWS,Kubernetes,Linux,
3,0.021,AWS,Kubernetes,Agile,
3,0.015,AWS,Kubernetes,Software Engineering,
3,0.017,AWS,Kubernetes,JavaScript,
3,0.015,AWS,Kubernetes,DevOps,
3,0.018,AWS,Kubernetes,Azure,
3,0.028,AWS,Kubernetes,Go,
3,0.014,AWS,Kubernetes,Cloud Computing,
3,0.012,AWS,Kubernetes,Jenkins,
3,0.019,AWS,Kubernetes,NoSQL,
3,0.013,AWS,Kubernetes,Scala,
3,0.013,AWS,Kubernetes,Terraform,
3,0.017,AWS,Kubernetes,GCP,
3,0.012,AWS,Kubernetes,Microservices,
3,0.014,AWS,Kubernetes,TypeScript,
3,0.01,AWS,Kubernetes,RDBMS,
3,0.012,AWS,Kubernetes,Open Source RDBMS,
3,0.022,AWS,Docker,Agile,
3,0.015,AWS,Docker,Software Engineering,
3,0.018,AWS,Docker,JavaScript,
3,0.013,AWS,Docker,DevOps,
3,0.017,AWS,Docker,Azure,
3,0.027,AWS,Docker,Go,
3,0.011,AWS,Docker,Git,
3,0.013,AWS,Docker,Cloud Computing,
3,0.013,AWS,Docker,Jenkins,
3,0.018,AWS,Docker,NoSQL,
3,0.013,AWS,Docker,Scala,
3,0.011,AWS,Docker,Terraform,
3,0.015,AWS,Docker,GCP,
3,0.012,AWS,Docker,Microservices,
3,0.015,AWS,Docker,TypeScript,
3,0.011,AWS,Docker,Node.js,
3,0.01,AWS,Docker,RDBMS,
3,0.012,AWS,Docker,Open Source RDBMS,
3,0.013,AWS,Agile,Software Engineering,
3,0.014,AWS,Agile,JavaScript,
3,0.013,AWS,Agile,Azure,
3,0.017,AWS,Agile,Go,
3,0.013,AWS,Agile,Cloud Computing,
3,0.019,AWS,Agile,NoSQL,
3,0.014,AWS,Agile,Scala,
3,0.012,AWS,Agile,GCP,
3,0.011,AWS,Agile,TypeScript,
3,0.01,AWS,Software Engineering,JavaScript,
3,0.012,AWS,Software Engineering,Go,
3,0.014,AWS,Software Engineering,Cloud Computing,
3,0.015,AWS,JavaScript,Go,
3,0.01,AWS,JavaScript,GCP,
3,0.021,AWS,JavaScript,TypeScript,
3,0.01,AWS,JavaScript,Microsoft Azure,
3,0.013,AWS,JavaScript,HTML/CSS,
3,0.012,AWS,DevOps,Azure,
3,0.01,AWS,Azure,Cloud Computing,
3,0.01,AWS,Azure,Scala,
3,0.025,AWS,Azure,GCP,
3,0.01,AWS,Go,Cloud Computing,
3,0.012,AWS,Go,NoSQL,
3,0.013,AWS,Go,Scala,
3,0.013,AWS,Go,GCP,
3,0.014,AWS,Go,TypeScript,
3,0.01,AWS,Go,Open Source RDBMS,
3,0.01,AWS,Go,HTML/CSS,
3,0.013,AWS,NoSQL,Scala,
3,0.012,AWS,NoSQL,RDBMS,
3,0.012,AWS,Scala,Spark,
3,0.01,AWS,Spark,Kafka,
3,0.013,AWS,Spark,Hadoop,
3,0.012,AWS,TypeScript,HTML/CSS,
3,0.014,Kubernetes,Docker,Linux,
3,0.023,Kubernetes,Docker,Agile,
3,0.018,Kubernetes,Docker,Software Engineering,
3,0.022,Kubernetes,Docker,JavaScript,
3,0.018,Kubernetes,Docker,DevOps,
3,0.017,Kubernetes,Docker,Azure,
3,0.031,Kubernetes,Docker,Go,
3,0.015,Kubernetes,Docker,Git,
3,0.016,Kubernetes,Docker,Cloud Computing,
3,0.018,Kubernetes,Docker,Jenkins,
3,0.02,Kubernetes,Docker,NoSQL,
3,0.014,Kubernetes,Docker,Scala,
3,0.01,Kubernetes,Docker,React,
3,0.016,Kubernetes,Docker,Terraform,
3,0.014,Kubernetes,Docker,Ansible,
3,0.015,Kubernetes,Docker,GCP,
3,0.015,Kubernetes,Docker,Microservices,
3,0.017,Kubernetes,Docker,TypeScript,
3,0.011,Kubernetes,Docker,Node.js,
3,0.011,Kubernetes,Docker,RDBMS,
3,0.014,Kubernetes,Docker,Open Source RDBMS,
3,0.012,Kubernetes,Docker,HTML/CSS,
3,0.013,Kubernetes,Agile,Go,
3,0.013,Kubernetes,Agile,NoSQL,
3,0.01,Kubernetes,Software Engineering,Go,
3,0.013,Kubernetes,JavaScript,Go,
3,0.016,Kubernetes,JavaScript,TypeScript,
3,0.011,Kubernetes,JavaScript,HTML/CSS,
3,0.011,Kubernetes,DevOps,Terraform,
3,0.01,Kubernetes,DevOps,Ansible,
3,0.011,Kubernetes,Azure,GCP,
3,0.012,Kubernetes,Go,NoSQL,
3,0.011,Kubernetes,Go,Scala,
3,0.012,Kubernetes,Go,TypeScript,
3,0.012,Kubernetes,Go,Open Source RDBMS,
3,0.014,Kubernetes,Terraform,Ansible,
3,0.01,Kubernetes,TypeScript,HTML/CSS,
3,0.013,Docker,Agile,Go,
3,0.013,Docker,Agile,NoSQL,
3,0.013,Docker,JavaScript,Go,
3,0.016,Docker,JavaScript,TypeScript,
3,0.011,Docker,JavaScript,HTML/CSS,
3,0.012,Docker,Go,NoSQL,
3,0.011,Docker,Go,Scala,
3,0.012,Docker,Go,TypeScript,
3,0.012,Docker,Go,Open Source RDBMS,
3,0.011,Docker,Git,Jenkins,
3,0.01,Docker,Terraform,Ansible,
3,0.011,Docker,TypeScript,HTML/CSS,
3,0.011,Agile,JavaScript,TypeScript,
3,0.014,Data Analysis,Tableau,Data Visualization,
3,0.011,Data Analysis,Data Visualization,R,
3,0.01,Data Analysis,Data Visualization,Power BI,
3,0.016,JavaScript,Go,TypeScript,
3,0.012,JavaScript,Go,HTML/CSS,
3,0.012,JavaScript,React,Angular,
3,0.01,JavaScript,TypeScript,Microsoft Azure,
